"SubjectID","Angle","Base","Feature","SizeDirection","Manipulation","ExpectedAns","ResponseTime(ms)","GivenAnswer","Correct"
145,"60","0.4","angle","decrease","distance","same","12198","same",1
146,"60","0.4","vertex","increase","distance","upward","36441","stayPlace",0
146,"60","0.4","angle","increase","angle","smaller","29842","bigger",0
146,"60","0.4","angle","decrease","angle","bigger","9573","smaller",0
146,"60","0.4","angle","increase","distance","same","12963","bigger",0
146,"60","0.4","angle","decrease","distance","same","9330","smaller",0
146,"60","0.4","vertex","increase","angle","upward","18462","upward",1
146,"60","0.4","vertex","decrease","distance","downward","34230","stayPlace",0
146,"60","0.4","vertex","decrease","angle","downward","16738","downward",1
147,"60","0.4","angle","decrease","angle","bigger","15676","bigger",1
147,"60","0.4","angle","increase","angle","smaller","4248","smaller",1
147,"60","0.4","angle","increase","distance","same","5201","same",1
147,"60","0.4","vertex","increase","distance","upward","13238","upward",1
147,"60","0.4","angle","decrease","distance","same","8825","same",1
147,"60","0.4","vertex","increase","angle","upward","11257","upward",1
147,"60","0.4","vertex","decrease","angle","downward","3817","downward",1
147,"60","0.4","vertex","decrease","distance","downward","6674","downward",1
148,"60","0.4","angle","increase","distance","same","53226","bigger",0
148,"60","0.4","vertex","decrease","angle","downward","16886","downward",1
148,"60","0.4","vertex","decrease","distance","downward","37606","stayPlace",0
148,"60","0.4","vertex","increase","angle","upward","10113","upward",1
148,"60","0.4","angle","decrease","distance","same","7045","smaller",0
148,"60","0.4","vertex","increase","distance","upward","38372","upward",1
148,"60","0.4","angle","increase","angle","smaller","92379","same",0
148,"60","0.4","angle","decrease","angle","bigger","41354","bigger",1
149,"60","0.4","angle","increase","angle","smaller","10767","smaller",1
149,"60","0.4","vertex","increase","distance","upward","12296","upward",1
149,"60","0.4","angle","decrease","angle","bigger","8402","bigger",1
149,"60","0.4","angle","decrease","distance","same","6012","smaller",0
149,"60","0.4","vertex","increase","angle","upward","7748","upward",1
149,"60","0.4","angle","increase","distance","same","7219","bigger",0
149,"60","0.4","vertex","decrease","distance","downward","5044","downward",1
149,"60","0.4","vertex","decrease","angle","downward","4428","downward",1
150,"60","0.4","angle","increase","angle","smaller","17118","smaller",1
150,"60","0.4","vertex","increase","distance","upward","18685","stayPlace",0
150,"60","0.4","angle","decrease","distance","same","10525","same",1
150,"60","0.4","angle","decrease","angle","bigger","11222","bigger",1
150,"60","0.4","vertex","increase","angle","upward","23903","upward",1
150,"60","0.4","angle","increase","distance","same","9013","same",1
150,"60","0.4","vertex","decrease","angle","downward","12693","downward",1
150,"60","0.4","vertex","decrease","distance","downward","10214","stayPlace",0
151,"60","0.4","angle","decrease","distance","same","15010","smaller",0
151,"60","0.4","vertex","increase","distance","upward","11511","downward",0
151,"60","0.4","angle","increase","distance","same","6301","smaller",0
151,"60","0.4","vertex","increase","angle","upward","57537","upward",1
151,"60","0.4","vertex","decrease","angle","downward","13445","upward",0
151,"60","0.4","angle","decrease","angle","bigger","4024","same",0
151,"60","0.4","vertex","decrease","distance","downward","5553","upward",0
151,"60","0.4","angle","increase","angle","smaller","11106","smaller",1
152,"60","0.4","angle","increase","angle","smaller","17054","bigger",0
152,"60","0.4","vertex","increase","angle","upward","15480","upward",1
152,"60","0.4","vertex","decrease","distance","downward","22296","stayPlace",0
152,"60","0.4","vertex","increase","distance","upward","19831","downward",0
152,"60","0.4","angle","decrease","angle","bigger","14995","smaller",0
152,"60","0.4","angle","decrease","distance","same","14748","same",1
152,"60","0.4","angle","increase","distance","same","46326","same",1
152,"60","0.4","vertex","decrease","angle","downward","11835","stayPlace",0
153,"60","0.4","vertex","decrease","angle","downward","13386","downward",1
153,"60","0.4","angle","increase","angle","smaller","14827","smaller",1
153,"60","0.4","angle","decrease","distance","same","10266","smaller",0
153,"60","0.4","vertex","decrease","distance","downward","21481","upward",0
153,"60","0.4","angle","decrease","angle","bigger","9342","bigger",1
153,"60","0.4","vertex","increase","distance","upward","17074","downward",0
153,"60","0.4","vertex","increase","angle","upward","12028","upward",1
153,"60","0.4","angle","increase","distance","same","11303","same",1
154,"60","0.4","angle","increase","distance","same","27763","same",1
154,"60","0.4","vertex","decrease","distance","downward","11274","downward",1
154,"60","0.4","vertex","increase","angle","upward","28047","upward",1
154,"60","0.4","angle","decrease","distance","same","6482","same",1
154,"60","0.4","vertex","decrease","angle","downward","9390","downward",1
154,"60","0.4","vertex","increase","distance","upward","16797","downward",0
154,"60","0.4","angle","decrease","angle","bigger","8445","bigger",1
154,"60","0.4","angle","increase","angle","smaller","8844","smaller",1
155,"60","0.4","angle","increase","angle","smaller","29530","smaller",1
155,"60","0.4","angle","increase","distance","same","10234","bigger",0
155,"60","0.4","vertex","decrease","angle","downward","31047","downward",1
155,"60","0.4","angle","decrease","distance","same","13182","same",1
155,"60","0.4","vertex","increase","distance","upward","9888","upward",1
155,"60","0.4","angle","decrease","angle","bigger","8496","bigger",1
155,"60","0.4","vertex","increase","angle","upward","9877","upward",1
155,"60","0.4","vertex","decrease","distance","downward","11169","downward",1
156,"60","0.4","angle","increase","distance","same","3823","smaller",0
156,"60","0.4","angle","decrease","distance","same","5311","smaller",0
156,"60","0.4","angle","decrease","angle","bigger","6863","bigger",1
156,"60","0.4","vertex","decrease","angle","downward","11447","stayPlace",0
156,"60","0.4","vertex","increase","angle","upward","4918","downward",0
156,"60","0.4","vertex","decrease","distance","downward","3279","stayPlace",0
156,"60","0.4","vertex","increase","distance","upward","3079","downward",0
156,"60","0.4","angle","increase","angle","smaller","3888","smaller",1
157,"60","0.4","vertex","decrease","distance","downward","4385","upward",0
157,"60","0.4","angle","decrease","distance","same","6085","bigger",0
157,"60","0.4","angle","increase","distance","same","8986","bigger",0
157,"60","0.4","vertex","decrease","angle","downward","3146","downward",1
157,"60","0.4","angle","increase","angle","smaller","4034","bigger",0
157,"60","0.4","vertex","increase","distance","upward","2051","downward",0
157,"60","0.4","vertex","increase","angle","upward","2130","upward",1
157,"60","0.4","angle","decrease","angle","bigger","2462","bigger",1
158,"60","0.4","angle","increase","distance","same","24511","smaller",0
158,"60","0.4","angle","increase","angle","smaller","21208","bigger",0
158,"60","0.4","angle","decrease","distance","same","7547","smaller",0
158,"60","0.4","angle","decrease","angle","bigger","39311","smaller",0
158,"60","0.4","vertex","increase","angle","upward","19981","stayPlace",0
158,"60","0.4","vertex","decrease","angle","downward","7640","downward",1
158,"60","0.4","vertex","decrease","distance","downward","8155","upward",0
158,"60","0.4","vertex","increase","distance","upward","11409","downward",0
159,"60","0.4","vertex","decrease","distance","downward","15472","downward",1
159,"60","0.4","angle","decrease","angle","bigger","11180","smaller",0
159,"60","0.4","vertex","increase","distance","upward","8099","upward",1
159,"60","0.4","angle","increase","distance","same","9908","same",1
159,"60","0.4","angle","increase","angle","smaller","8724","bigger",0
159,"60","0.4","vertex","decrease","angle","downward","6206","stayPlace",0
159,"60","0.4","vertex","increase","angle","upward","7892","downward",0
159,"60","0.4","angle","decrease","distance","same","5599","same",1
160,"60","0.4","angle","decrease","distance","same","3477","bigger",0
160,"60","0.4","angle","increase","angle","smaller","2924","smaller",1
160,"60","0.4","angle","increase","distance","same","2842","same",1
160,"60","0.4","vertex","increase","angle","upward","3342","downward",0
160,"60","0.4","vertex","decrease","angle","downward","3344","downward",1
160,"60","0.4","vertex","increase","distance","upward","5398","stayPlace",0
160,"60","0.4","angle","decrease","angle","bigger","3215","smaller",0
160,"60","0.4","vertex","decrease","distance","downward","2984","upward",0
161,"60","0.4","angle","decrease","angle","bigger","118972","smaller",0
161,"60","0.4","angle","increase","distance","same","5279","bigger",0
161,"60","0.4","vertex","decrease","distance","downward","7819","stayPlace",0
161,"60","0.4","angle","increase","angle","smaller","18076","bigger",0
161,"60","0.4","vertex","increase","angle","upward","8196","upward",1
161,"60","0.4","vertex","increase","distance","upward","76661","downward",0
161,"60","0.4","vertex","decrease","angle","downward","11186","downward",1
161,"60","0.4","angle","decrease","distance","same","8371","bigger",0
162,"60","0.4","vertex","increase","distance","upward","6684","downward",0
162,"60","0.4","angle","decrease","distance","same","4057","smaller",0
162,"60","0.4","angle","decrease","angle","bigger","4560","bigger",1
162,"60","0.4","vertex","decrease","angle","downward","3806","upward",0
162,"60","0.4","vertex","increase","angle","upward","5746","downward",0
162,"60","0.4","vertex","decrease","distance","downward","6261","stayPlace",0
162,"60","0.4","angle","increase","distance","same","5790","smaller",0
162,"60","0.4","angle","increase","angle","smaller","10616","smaller",1
163,"60","0.4","vertex","increase","angle","upward","68822","upward",1
163,"60","0.4","vertex","decrease","angle","downward","8520","downward",1
163,"60","0.4","angle","decrease","distance","same","58542","bigger",0
163,"60","0.4","angle","increase","distance","same","15466","smaller",0
163,"60","0.4","vertex","increase","distance","upward","29602","upward",1
163,"60","0.4","vertex","decrease","distance","downward","8585","downward",1
163,"60","0.4","angle","increase","angle","smaller","90241","bigger",0
163,"60","0.4","angle","decrease","angle","bigger","3920","smaller",0
164,"60","0.4","angle","decrease","distance","same","18327","same",1
164,"60","0.4","angle","decrease","angle","bigger","21790","bigger",1
164,"60","0.4","vertex","decrease","distance","downward","6929","stayPlace",0
164,"60","0.4","vertex","decrease","angle","downward","5670","stayPlace",0
164,"60","0.4","vertex","increase","distance","upward","6997","stayPlace",0
164,"60","0.4","vertex","increase","angle","upward","4286","stayPlace",0
164,"60","0.4","angle","increase","distance","same","9922","same",1
164,"60","0.4","angle","increase","angle","smaller","7245","smaller",1
165,"60","0.4","angle","decrease","distance","same","23835","smaller",0
165,"60","0.4","vertex","increase","angle","upward","15853","upward",1
165,"60","0.4","vertex","decrease","distance","downward","15070","downward",1
165,"60","0.4","vertex","decrease","angle","downward","14997","downward",1
165,"60","0.4","angle","increase","distance","same","26023","bigger",0
165,"60","0.4","angle","increase","angle","smaller","20502","smaller",1
165,"60","0.4","angle","decrease","angle","bigger","8999","bigger",1
165,"60","0.4","vertex","increase","distance","upward","15173","downward",0
166,"60","0.4","angle","decrease","angle","bigger","17243","smaller",0
166,"60","0.4","angle","increase","distance","same","28925","bigger",0
166,"60","0.4","vertex","increase","angle","upward","31281","downward",0
166,"60","0.4","vertex","increase","distance","upward","31772","stayPlace",0
166,"60","0.4","angle","increase","angle","smaller","53803","bigger",0
